time,Ts_ext,Ts_int
73340.5,300.99449041313085,300.10915524372734
73513.5,301.06638173051084,299.98769736457945
73686.5,301.1382730478909,299.86623948543155
73859.5,301.2098367875478,299.7451691173855
74032.4,301.25401705294087,299.656513332065
74205.4,301.2982228708298,299.56780627098664
74378.4,301.3424286887188,299.4790992099083
74551.4,301.3866345066078,299.39039214883
74724.3,301.4308147720009,299.3017363635095
74897.3,301.4732932265709,299.21455363935405
75070.3,301.50022541127004,299.1410899475042
75243.2,301.52714202823233,299.06766872021615
75416.2,301.54290423546536,299.0019937913782
75589.2,301.54828214856366,298.9435597729456
75762.2,301.5536600616619,298.885125754513
75935.1,301.55903486613994,298.82672551296963
76108.1,301.5644127792382,298.76829149453704
76281.1,301.5697906923365,298.7098574761044
76454.1,301.5751686054347,298.6514234576718
76627.0,301.58054340991276,298.5930232161284
76800.0,301.57564420902054,298.54035841538376
76973.0,301.55259642583104,298.49788160341666
77145.9,301.5295619650596,298.45542934452004
77318.9,301.5065141818701,298.4129525325529
77491.9,301.48346639868066,298.3704757205858
77664.9,301.46041861549116,298.32799890861867
77837.8,301.4298161431619,298.2888193983095
78010.8,301.38993974815355,298.25362003500095
78183.8,301.3500633531452,298.21842067169234
78356.8,301.29189033367516,298.19013633815325
78529.7,301.2309825976617,298.162914621862
78702.7,301.1700396345019,298.135677161374
78875.7,301.1090966713421,298.108439700886
79048.6,301.04818893532865,298.08121798459473
79221.6,300.98724597216886,298.0539805241067
79394.6,300.9263030090091,298.02674306361865
79567.6,300.8653600458493,297.9995056031306
79740.5,300.78575434916416,297.97807617469704
79913.5,300.6985226637809,297.95898248182095
80086.5,300.61129097839773,297.93988878894487
80259.5,300.52405929301455,297.92079509606873
80432.4,300.4368780305708,297.90171244000936
80605.4,300.34964634518764,297.8826187471332
80778.4,300.25005059349655,297.8665499591175
80951.4,300.14736382522847,297.8512373973169
81124.3,300.0408683564345,297.8368996261406
81297.3,299.9204565582656,297.82601339651416
81470.3,299.80004476009674,297.81512716688763
81643.2,299.6797025641233,297.8042472298794
81816.2,299.5592907659544,297.79336100025296
81989.2,299.43887896778557,297.78247477062644
82162.2,299.31846716961667,297.77158854099997
82335.1,299.19812497364325,297.76070860399176
82508.1,299.0763498144894,297.7500889433867
82681.1,298.9337850654709,297.74353413478195
82854.1,298.7912203164523,297.7369793261772
83027.0,298.64873797480317,297.7304283064792
83200.0,298.5061732257846,297.7238734978744
83373.0,298.3636084767661,297.7173186892697
83545.9,298.2194060270791,297.711083443067
83718.9,298.06535175332937,297.7066378551071
83891.9,297.91129747957956,297.7021922671471
84064.9,297.74939412875807,297.69902887719513
84237.8,297.58163059770067,297.696839902355
84410.8,297.41377003741763,297.6946496614797
84583.8,297.24590947713466,297.69245942060434
84756.8,297.0780489168516,297.69026917972906
84929.7,296.9102853857942,297.68808020488893
85102.7,296.74242482551125,297.6858899640136
85275.7,296.5745642652282,297.68369972313826
85448.6,296.4005620295414,297.682556808825
85621.6,296.2175315169411,297.682910155001
85794.6,296.0345010043408,297.6832635011771
85967.6,295.85147049174054,297.68361684735316
86140.5,295.66854577712445,297.6839699892829
86313.5,295.48551526452417,297.68432333545894
86486.5,295.2987216625543,297.6536007914616
86580.0,295.19573293052986,297.62020105969873
86580.0,295.19573293052986,297.62020105969873
86659.5,295.10816497121493,297.59180235729076
86832.4,294.9177184282521,297.5300396447582
87005.4,294.72010341366826,297.44949653659
87178.4,294.5218598069525,297.3672840865422
87351.4,294.3236162002367,297.2850716364945
87524.3,294.12548718520105,297.20290670809413
87697.3,293.9272435784853,297.1206942580464
87870.3,293.72899997176944,297.0384818079986
88043.2,293.53087095673385,296.9563168795983
88216.2,293.3326273500181,296.8741044295506
88389.2,293.1288938975207,296.8105857604563
88562.2,292.9234414461917,296.7529205504384
88735.1,292.7181077535051,296.69528867291183
88908.1,292.51265530217614,296.6376234628939
89081.1,292.30720285084715,296.57995825287594
89254.1,292.10175039951815,296.522293042858
89427.0,291.89425745526785,296.4738785437142
89600.0,291.6862638439353,296.42706099669095
89773.0,291.4779920473032,296.38308685708654
89945.9,291.26908324724826,296.3468796425608
90118.9,291.06005362081964,296.3106514869046
90291.9,290.8510239943911,296.2744233312484
90464.9,290.64199436796247,296.2381951755922
90637.8,290.43308556790754,296.20198796106644
90810.8,290.224055941479,296.16575980541023
90983.8,290.01502631505036,296.12953164975403
91156.8,289.80617328178573,296.09446478658
91329.7,289.59884266080365,296.06863581915974
91502.7,289.39139212621774,296.0427919130654
91675.7,289.18394159163176,296.01694800697106
91848.6,288.97661097064963,295.99111903955077
92021.6,288.7691604360637,295.9652751334565
92194.6,288.5622049108705,295.94042723656105
92367.6,288.35722942324816,295.9195633764613
92540.5,288.1523724185666,295.89871157639635
92713.5,287.95104345731994,297.40274468824157
92880.0,287.75944611962234,299.7565601500304
92880.0,287.75944611962234,299.7565601500304
92886.5,287.7519663436762,299.8484508437339
93059.5,287.55288923003246,302.29415699922623
93232.4,287.35392718986486,304.7384494517384
93405.4,287.1548500762211,307.18415560723076
93578.4,286.9557729625774,309.62986176272307
93751.4,286.75669584893365,312.0755679182154
93924.3,286.55773380876605,314.5198603707278
94097.3,286.3634040532036,315.9658113157485
94270.3,286.1746127789829,316.24540289106824
94443.2,285.9859306326664,316.5248328527606
94616.2,285.7971393584457,316.8044244280803
94789.2,285.608348084225,317.08401600340005
94962.2,285.4195568100042,317.36360757871984
95135.1,285.23536383573713,317.61678165624136
95308.1,285.05473898385657,317.8486101615132
95481.1,284.87411413197594,318.0804386667851
95654.1,284.70502095347695,318.26711170989324
95827.0,284.53640018125554,318.4522097466324
96000.0,284.36768188400686,318.63741483833786
96173.0,284.19896358675817,318.8226199300433
96345.9,284.0303428145368,319.0077179667824
96518.9,283.86162451728813,319.1929230584879
96691.9,283.69290622003945,319.37812815019333
96864.9,283.52418792279076,319.5633332418988
97037.8,283.370486293625,319.71143214230574
97210.8,283.2201582191323,319.8510298987648
97383.8,283.06983014463964,319.9906276552238
97556.8,282.9195020701469,320.13022541168283
97729.7,282.769260890495,320.2697424757971
97902.7,282.61893281600226,320.4093402322561
98075.7,282.47944392313036,320.5301419562841
98248.6,282.3412393170316,320.64878661187356
98421.6,282.2084280395473,320.7609530070566
98594.6,282.0873428083905,320.8590932092144
98767.6,281.9662575772336,320.9572334113722
98940.5,281.84524233753984,321.0553168850895
99113.5,281.72415710638296,321.15345708724726
99286.5,281.60307187522614,321.2515972894051
99459.5,281.48198664406925,321.34973749156285
99632.4,281.3609714043755,321.44782096528013
99805.4,281.2437431338427,321.5425768133813
99978.4,281.14653364191986,321.61976685223505
100151.0,281.0495489118281,321.69677841701053
100324.0,280.95233941990523,321.7739684558643
100497.0,280.8551299279824,321.85115849471805
100670.0,280.7579204360595,321.9283485335718
100843.0,280.6645399198493,322.00310172541776
101016.0,280.5827353767237,322.0704877053797
101189.0,280.5009308335981,322.13787368534173
101362.0,280.4325449501238,322.19838925001636
101535.0,280.37084752588055,322.2554802928875
101708.0,280.3091501016373,322.31257133575866
101881.0,280.24745267739394,322.36966237862987
102054.0,280.18575525315066,322.426753421501
102227.0,280.1240578289074,322.48384446437217
102400.0,280.0623604046641,322.5409355072434
102573.0,280.00066298042077,322.5980265501145
